transaction_amount,transaction_hour,day_of_week,account_age_days,num_transactions_24h,num_transactions_7d,avg_transaction_amount_30d,distance_from_home_km,num_failed_logins,device_reputation_score,ip_country_match,previous_fraud_count,merchant_category_risk,card_present,velocity_score,is_fraud,kmeans_cluster,PC1,PC2,dbscan_cluster
119.68396949346183,21.0,3.0,1616.6689370934325,3.0,10.0,40.71769424073357,2.6336804827150835,0.0,73.40282280237524,1.0,0.0,0.283526638184342,1.0,0.3817592298477287,0,5,-1.0439104788892386,0.24776996931954365,-1
74.72323651077937,17.0,2.0,365.0190228250236,1.0,11.0,17.106951025397148,15.2957857281726,0.0,70.99522473267321,1.0,0.0,0.11562193775023125,0.0,0.3427737510260448,0,3,-0.47949037657611265,0.9265699378092905,-1
69.11417921854768,13.0,3.0,1046.0851295685477,2.0,9.0,120.22002229317876,10.028331741811158,0.0,73.13522687928172,1.0,0.0,0.18548302403754188,0.0,0.3461876779201584,0,3,-0.6477681345216398,0.9077222257322614,-1
69.11511471659003,12.0,2.0,1219.304146074937,0.0,7.0,53.02141710243609,1.758448177921645,0.0,76.28259450400843,1.0,0.0,0.2064797374453826,1.0,0.15855814428277767,0,5,-1.5930097091476412,0.49614417857559534,-1
232.48572061153254,11.0,6.0,454.3272767015897,2.0,11.0,50.100413560045624,0.8675011211342637,0.0,99.10229856730002,1.0,0.0,0.27973861076043216,1.0,0.14298879742928033,0,8,-1.0343141816672448,-1.4059583818771788,-1
143.3353115482111,10.0,3.0,1955.9827964597641,2.0,12.0,29.807432824688888,2.8580949106382976,0.0,90.03580666719041,1.0,0.0,0.2995392437322427,1.0,0.10780886494514047,0,5,-1.509824587907529,-0.14249003712452388,-1
56.55390008704495,20.0,5.0,734.7149165932136,1.0,9.0,101.61878074571452,2.569975773432265,0.0,93.35659076555626,1.0,0.0,0.2506776229839671,1.0,0.17111245267560404,0,4,-1.5884100322685186,-0.4247118611227724,-1
123.49072367156066,11.0,7.0,862.3649066053192,0.0,8.0,92.98601137786521,4.286800135288175,0.0,93.28418211074566,1.0,0.0,0.2941581981138059,1.0,0.33225714751429747,0,8,-1.1747984051526734,-1.5878516464537074,-1
99.94801320323235,21.0,5.0,861.9460075369697,3.0,14.0,155.97124724381928,4.377978515001458,0.0,86.05221249337643,1.0,0.0,0.2574202265071748,0.0,0.17201152562924493,0,3,-0.8466875323290635,0.3529734218824247,-1
10.79574717452927,14.0,6.0,741.731242561867,6.0,5.0,70.16706438896239,6.931211499974977,0.0,93.92466933139052,1.0,0.0,0.2926405281942833,0.0,0.31873098507846287,0,3,-0.5063822767531351,-0.7643187321005905,-1
